Name,Date,Temperature,Dew,Humidity,Precipitation
Madhya Pradesh,01-04-2023,25.3,9.6,39.6,0
Madhya Pradesh,02-04-2023,27,6.7,30,0
Madhya Pradesh,03-04-2023,27.5,7.7,30.8,0
Madhya Pradesh,04-04-2023,28.2,8.2,29.4,0
Madhya Pradesh,05-04-2023,27.9,5.1,27.2,0
Madhya Pradesh,06-04-2023,28.3,6.3,26.7,0
Madhya Pradesh,07-04-2023,28.9,5.9,25.9,1
Madhya Pradesh,08-04-2023,27.1,11.5,40.1,1
Madhya Pradesh,09-04-2023,27.4,12.1,40.5,0
Madhya Pradesh,10-04-2023,29.2,9.4,33,0
Madhya Pradesh,11-04-2023,31.1,2.6,18.1,0
Madhya Pradesh,12-04-2023,31.2,5.5,22.1,0
Madhya Pradesh,13-04-2023,32.1,6.3,21.3,0
Madhya Pradesh,14-04-2023,31.3,5.6,21.4,0
Madhya Pradesh,15-04-2023,31.5,8.1,24.3,0
Madhya Pradesh,16-04-2023,30.9,9.3,27.6,0
Madhya Pradesh,17-04-2023,32.5,4.2,18.3,0
Madhya Pradesh,18-04-2023,32.2,4.2,18.6,0
Madhya Pradesh,19-04-2023,32.2,6.3,21.9,1
Madhya Pradesh,20-04-2023,30.2,11.3,33.2,0.2
Madhya Pradesh,21-04-2023,30.3,7,27.1,0.1
Madhya Pradesh,22-04-2023,29.4,5.1,23.7,0.1
Madhya Pradesh,23-04-2023,28.9,4.4,24.7,0
Madhya Pradesh,24-04-2023,28.4,3.1,25.5,0
Madhya Pradesh,25-04-2023,29.3,8.3,30.3,0
Madhya Pradesh,26-04-2023,27.4,13.2,45.1,7
Madhya Pradesh,27-04-2023,27,13.8,48.2,0.1
Madhya Pradesh,28-04-2023,25.5,16,59,11
Madhya Pradesh,29-04-2023,23.5,18.3,74.2,2
Madhya Pradesh,30-04-2023,22.1,17.8,78.1,31
Madhya Pradesh,01-05-2023,23.5,17.5,70.4,13
Madhya Pradesh,02-05-2023,26.2,15.8,55.3,0
Madhya Pradesh,03-05-2023,24.8,18.7,70.4,6
Madhya Pradesh,04-05-2023,26.5,17.2,60.4,0
Madhya Pradesh,05-05-2023,27.1,17.7,58.7,0
Madhya Pradesh,06-05-2023,30,14.7,42.2,0
Madhya Pradesh,07-05-2023,31.3,14,36.8,0.1
Madhya Pradesh,08-05-2023,32.1,13.4,34.3,0
Madhya Pradesh,09-05-2023,33.4,5.3,20.1,0
Madhya Pradesh,10-05-2023,32.7,-2.3,12,0
Madhya Pradesh,11-05-2023,33.1,0.5,13.8,0
Madhya Pradesh,12-05-2023,33.6,-0.4,13.5,0
Madhya Pradesh,13-05-2023,35.1,1.2,14.4,0
Madhya Pradesh,14-05-2023,35.8,3.7,14.6,0
Madhya Pradesh,15-05-2023,33.7,10.3,25.7,0
Madhya Pradesh,16-05-2023,31.8,15.1,38.2,0.1
Madhya Pradesh,17-05-2023,32,15,38.1,0
Madhya Pradesh,18-05-2023,33.8,11.6,27.4,0
Madhya Pradesh,19-05-2023,34.2,11.2,26,0
Madhya Pradesh,20-05-2023,34.6,9.7,23.9,0
Madhya Pradesh,21-05-2023,33.2,10.8,27.3,0
Madhya Pradesh,22-05-2023,32.7,13.3,31.9,0
Madhya Pradesh,23-05-2023,34.3,11.6,27,0
Madhya Pradesh,24-05-2023,34.1,10.1,24.9,0
Madhya Pradesh,25-05-2023,31.9,13.8,34.1,0
Madhya Pradesh,26-05-2023,30.4,14.9,41.3,2
Madhya Pradesh,27-05-2023,32.4,15.9,40.8,0
Madhya Pradesh,28-05-2023,30.9,16.6,44,1
Madhya Pradesh,29-05-2023,30.2,15.1,43.8,3
Madhya Pradesh,30-05-2023,31,13.9,36.8,0.8
Madhya Pradesh,31-05-2023,31.3,12.4,34.9,0
Madhya Pradesh,01-06-2023,33.5,8.9,24.2,0
Madhya Pradesh,02-06-2023,33.6,12.6,28.9,0
Madhya Pradesh,03-06-2023,32.7,15.8,37.1,0
Madhya Pradesh,04-06-2023,32.2,13,32.3,0
Madhya Pradesh,05-06-2023,32.7,12.9,31.7,0.1
Madhya Pradesh,06-06-2023,32.5,15.1,36,0
Madhya Pradesh,07-06-2023,33.7,10.5,25.9,0
Madhya Pradesh,08-06-2023,33.2,14.1,33.9,0
Madhya Pradesh,09-06-2023,33.5,15.7,36.6,0.1
Madhya Pradesh,10-06-2023,34.4,14.9,33.6,0
Madhya Pradesh,11-06-2023,34.3,15.4,34,0
Madhya Pradesh,12-06-2023,33.9,16.8,37.6,0
Madhya Pradesh,13-06-2023,33.9,17.2,38.7,0.1
Madhya Pradesh,14-06-2023,33.4,17.7,40.5,0.1
Madhya Pradesh,15-06-2023,32.9,17.2,41,0
Madhya Pradesh,16-06-2023,33.5,16.3,37.3,0
Madhya Pradesh,17-06-2023,32.7,18.2,43.6,0
Madhya Pradesh,18-06-2023,32.1,18.5,45.2,0
Madhya Pradesh,19-06-2023,29.9,20.2,56.4,0
Madhya Pradesh,20-06-2023,29.4,21,62.5,44
Madhya Pradesh,21-06-2023,29.3,21.6,63.8,0.1
Madhya Pradesh,22-06-2023,29.4,21.6,64,1.2
Madhya Pradesh,23-06-2023,25.9,22.4,82,48
Madhya Pradesh,24-06-2023,25.5,23.5,89.2,1
Madhya Pradesh,25-06-2023,27.1,23,80.1,77
Madhya Pradesh,26-06-2023,26.2,24,88.4,4
Madhya Pradesh,27-06-2023,25.1,23.9,93.3,4
Madhya Pradesh,28-06-2023,26.1,24,88.8,1
Madhya Pradesh,29-06-2023,26.5,23.6,84.4,2
Madhya Pradesh,30-06-2023,25.5,23.5,89.5,15
Madhya Pradesh,01-07-2023,26.4,23.5,84.2,1.9
Madhya Pradesh,02-07-2023,27.5,23,77.8,1.6
Madhya Pradesh,03-07-2023,28.3,23.7,76.7,0.1
Madhya Pradesh,04-07-2023,29.4,23.6,72.6,8
Madhya Pradesh,05-07-2023,28,24.2,80.7,32
Madhya Pradesh,06-07-2023,28.4,24.2,79.2,44
Madhya Pradesh,07-07-2023,26.8,24.1,86,9
Madhya Pradesh,08-07-2023,26.9,24.1,85,0.8
Madhya Pradesh,09-07-2023,25.5,23.7,89.8,1.7
Madhya Pradesh,10-07-2023,26.7,23.5,83.2,0.7
Madhya Pradesh,11-07-2023,25.4,23.8,91,14
Madhya Pradesh,12-07-2023,25.8,24.1,90.7,12
Madhya Pradesh,13-07-2023,26.2,24.5,90.4,0.1
Madhya Pradesh,14-07-2023,25.5,24.1,92.2,9
Madhya Pradesh,15-07-2023,25.8,24.2,91.2,0.8
Madhya Pradesh,16-07-2023,24.7,23.7,94.2,31.2
Madhya Pradesh,17-07-2023,26,24.4,91.6,1.1
Madhya Pradesh,18-07-2023,26.7,24.9,90.3,31
Madhya Pradesh,19-07-2023,27.1,24.9,88.5,35
Madhya Pradesh,20-07-2023,28.2,25.5,85.6,3
Madhya Pradesh,21-07-2023,28.8,24.6,79.7,40
Madhya Pradesh,22-07-2023,27.5,24.5,84.2,3.4
Madhya Pradesh,23-07-2023,27.5,25.1,87.2,1
Madhya Pradesh,24-07-2023,26.7,24.8,89.8,0.2
Madhya Pradesh,25-07-2023,27.2,24.5,86,2.1
Madhya Pradesh,26-07-2023,27.6,24.6,84.5,1.2
Madhya Pradesh,27-07-2023,28,25,84.3,12
Madhya Pradesh,28-07-2023,26.9,24.8,89.1,0.1
Madhya Pradesh,29-07-2023,25.8,23.5,87.3,9.8
Madhya Pradesh,30-07-2023,25.7,23.2,86.5,0
Madhya Pradesh,31-07-2023,26.5,23.6,84.4,0.1
Madhya Pradesh,01-08-2023,26.5,23.6,84.6,0
Madhya Pradesh,02-08-2023,24.9,23.5,92.6,8.4
Madhya Pradesh,03-08-2023,24,23.3,96,10
Madhya Pradesh,04-08-2023,23.5,23,97.2,16
Madhya Pradesh,05-08-2023,24.9,23.3,91.2,0.3
Madhya Pradesh,06-08-2023,25.3,23.3,89.1,0
Madhya Pradesh,07-08-2023,25.7,22.1,81.1,0.1
Madhya Pradesh,08-08-2023,25.4,21.8,80.7,0.2
Madhya Pradesh,09-08-2023,26.3,21.8,77.2,0
Madhya Pradesh,10-08-2023,26.2,22.5,81,0.1
Madhya Pradesh,11-08-2023,25.7,21.8,79.6,0.3
Madhya Pradesh,12-08-2023,25.4,21.8,81.4,0.1
Madhya Pradesh,13-08-2023,24.9,22,84.3,0
Madhya Pradesh,14-08-2023,25,22.6,87.7,11
Madhya Pradesh,15-08-2023,25,22.7,87.8,4
Madhya Pradesh,16-08-2023,25.6,22.9,85.4,0.9
Madhya Pradesh,17-08-2023,25.8,22.6,83.3,0.1
Madhya Pradesh,18-08-2023,24,23.2,95.8,20
Madhya Pradesh,19-08-2023,24.4,23.7,95.7,34
Madhya Pradesh,20-08-2023,25.8,24.4,92.1,1
Madhya Pradesh,21-08-2023,24.5,23.8,95.6,0.1
Madhya Pradesh,22-08-2023,25.2,23.8,92.3,0.2
Madhya Pradesh,23-08-2023,24.5,23.3,92.9,0.2
Madhya Pradesh,24-08-2023,25.6,22.4,83.5,0.2
Madhya Pradesh,25-08-2023,25.3,22.1,83.1,0.1
Madhya Pradesh,26-08-2023,25.6,21.6,79.2,0.2
Madhya Pradesh,27-08-2023,25.3,21.3,78.9,2
Madhya Pradesh,28-08-2023,25.2,20.4,76.2,0
Madhya Pradesh,29-08-2023,25,21.1,79.5,0.3
Madhya Pradesh,30-08-2023,26.1,20.5,73.1,0
Madhya Pradesh,31-08-2023,27.4,21.2,70.4,0.3
Madhya Pradesh,01-09-2023,27.9,21,67.5,0
Madhya Pradesh,02-09-2023,28.5,21.3,66.7,0
Madhya Pradesh,03-09-2023,28.4,20.8,64.6,0
Madhya Pradesh,04-09-2023,27.8,21.2,68.9,0
Madhya Pradesh,05-09-2023,26.8,21.8,76.7,21
Madhya Pradesh,06-09-2023,25.1,23.6,91.8,0.6
Madhya Pradesh,07-09-2023,25.2,23.9,92.7,4
Madhya Pradesh,08-09-2023,25.4,24.6,95.1,18
Madhya Pradesh,09-09-2023,25.8,24.7,93.8,43
Madhya Pradesh,10-09-2023,24.7,24,94.4,5
Madhya Pradesh,11-09-2023,25.3,23.3,89.1,0
Madhya Pradesh,12-09-2023,24.2,22.8,92.5,5
Madhya Pradesh,13-09-2023,23.9,22.4,91.7,4.6
Madhya Pradesh,14-09-2023,24.4,23.4,94.1,4
Madhya Pradesh,15-09-2023,24.5,24.2,97.9,58
Madhya Pradesh,16-09-2023,23.3,22.9,97.7,19
Madhya Pradesh,17-09-2023,23.3,22.1,93.4,7.2
Madhya Pradesh,18-09-2023,24.9,22,84.7,0
Madhya Pradesh,19-09-2023,26.5,22.5,80.3,0
Madhya Pradesh,20-09-2023,27.1,23.3,80.8,0.7
Madhya Pradesh,21-09-2023,25.7,24.1,91.3,17
Madhya Pradesh,22-09-2023,25,23.4,91.5,95
Madhya Pradesh,23-09-2023,24.8,24.1,96.5,0.1
Madhya Pradesh,24-09-2023,26.3,23.3,85,13
Madhya Pradesh,25-09-2023,25.9,23.6,87.6,3
Madhya Pradesh,26-09-2023,27.4,22.7,77.3,1.9
Madhya Pradesh,27-09-2023,27.4,22.2,75,0
Madhya Pradesh,28-09-2023,27.8,21.5,69.9,0
Madhya Pradesh,29-09-2023,28.2,20.4,64.4,0
Madhya Pradesh,30-09-2023,27.7,18.2,59.8,0
Madhya Pradesh,01-10-2023,27,17.9,59.5,0
Madhya Pradesh,02-10-2023,26.5,18.4,63.5,0
Madhya Pradesh,03-10-2023,26.2,13.7,47.9,0
Madhya Pradesh,04-10-2023,25.8,13.8,51.3,0
Madhya Pradesh,05-10-2023,25.9,13.5,51.4,0
Madhya Pradesh,06-10-2023,26.2,16.2,57.5,0
Madhya Pradesh,07-10-2023,26.7,15.9,54.7,0
Madhya Pradesh,08-10-2023,26.6,16.6,57.2,0
Madhya Pradesh,09-10-2023,26.9,16.4,57.2,0
Madhya Pradesh,10-10-2023,27.1,17.8,59.9,0
Madhya Pradesh,11-10-2023,27,15.2,51.4,0
Madhya Pradesh,12-10-2023,27.3,14.9,49.2,0
Madhya Pradesh,13-10-2023,27.4,14.8,48.8,0
Madhya Pradesh,14-10-2023,27.3,14.1,46.9,0
Madhya Pradesh,15-10-2023,27,13.9,46.2,0
Madhya Pradesh,16-10-2023,26.1,16.1,55.3,0
Madhya Pradesh,17-10-2023,26.3,15.7,55.4,0
Madhya Pradesh,18-10-2023,25.8,16,56.9,0
Madhya Pradesh,19-10-2023,25.7,16.2,58.1,0
Madhya Pradesh,20-10-2023,25.6,15.2,55.8,0
Madhya Pradesh,21-10-2023,25.2,12.8,49.8,0
Madhya Pradesh,22-10-2023,25.7,10.2,40.8,0
Madhya Pradesh,23-10-2023,24.8,11.8,46.8,0
Madhya Pradesh,24-10-2023,24.7,9.8,42.3,0
Madhya Pradesh,25-10-2023,24.3,7.3,37.6,0
Madhya Pradesh,26-10-2023,24.6,8.4,39.6,0
Madhya Pradesh,27-10-2023,24.1,7.9,38.3,0
Madhya Pradesh,28-10-2023,24.5,6.7,34.7,0
Madhya Pradesh,29-10-2023,23.6,8.4,41.7,0
Madhya Pradesh,30-10-2023,23.8,10.7,46,0
Madhya Pradesh,31-10-2023,24.3,11.6,49.2,0
Madhya Pradesh,01-11-2023,24.1,11.5,47.4,0
Madhya Pradesh,02-11-2023,23.7,11,47.5,0
Madhya Pradesh,03-11-2023,23.6,9,41.8,0
Madhya Pradesh,04-11-2023,23.7,8.9,41.8,0
Madhya Pradesh,05-11-2023,23.8,8.9,41.2,0
Madhya Pradesh,06-11-2023,24.3,9,40,0
Madhya Pradesh,07-11-2023,24.5,9.5,41,0
Madhya Pradesh,08-11-2023,24.5,9.9,42.1,0
Madhya Pradesh,09-11-2023,24.4,11.5,47.7,0
Madhya Pradesh,10-11-2023,24.8,12.7,50.1,0
Madhya Pradesh,11-11-2023,24.4,11.3,45.4,0
Madhya Pradesh,12-11-2023,21.9,9.4,47.8,0
Madhya Pradesh,13-11-2023,21.4,10,51.2,0
Madhya Pradesh,14-11-2023,20.4,8.5,50.4,0
Madhya Pradesh,15-11-2023,21.3,9.4,49,0
Madhya Pradesh,16-11-2023,20.8,10.6,54.7,0
Madhya Pradesh,17-11-2023,20.2,9.9,53.5,0
Madhya Pradesh,18-11-2023,21.4,11.9,56.4,0
Madhya Pradesh,19-11-2023,22.1,12.4,56.6,0
Madhya Pradesh,20-11-2023,22.6,12.3,54.2,0
Madhya Pradesh,21-11-2023,22,13.8,61.6,0
Madhya Pradesh,22-11-2023,21.5,12.4,58.8,0
Madhya Pradesh,23-11-2023,20.6,8.9,49.3,0
Madhya Pradesh,24-11-2023,20.8,9.5,50.2,0
Madhya Pradesh,25-11-2023,20.7,7.9,45.2,0
Madhya Pradesh,26-11-2023,20.3,7.9,45.8,0
Madhya Pradesh,27-11-2023,18.1,14.4,82.6,11
Madhya Pradesh,28-11-2023,19.1,17,88.1,0
Madhya Pradesh,29-11-2023,19.9,18.5,92.3,4
Madhya Pradesh,30-11-2023,20.5,19.4,94,5
Madhya Pradesh,01-12-2023,20.2,18.8,91.9,0.3
Madhya Pradesh,02-12-2023,19.9,18.2,90.6,0
Madhya Pradesh,03-12-2023,22,18.6,82.7,6
Madhya Pradesh,04-12-2023,21.1,17.9,83.4,0
Madhya Pradesh,05-12-2023,18.7,16.7,89.4,0
Madhya Pradesh,06-12-2023,19.6,16.7,84.7,0
Madhya Pradesh,07-12-2023,19.7,17.3,86.4,0
Madhya Pradesh,08-12-2023,19.6,15.6,80,0
Madhya Pradesh,09-12-2023,19.7,11.8,63.6,0
Madhya Pradesh,10-12-2023,19,11.4,63.5,0
Madhya Pradesh,11-12-2023,19.1,11.7,64,0
Madhya Pradesh,12-12-2023,18.3,9.5,58,0
Madhya Pradesh,13-12-2023,18.1,8,54.6,0
Madhya Pradesh,14-12-2023,18.3,7.2,50.1,0
Madhya Pradesh,15-12-2023,18.2,8.5,55.8,0
Madhya Pradesh,16-12-2023,18.4,9.9,60.7,0
Madhya Pradesh,17-12-2023,17.7,9,60.1,0
Madhya Pradesh,18-12-2023,16.3,5.5,53.7,0
Madhya Pradesh,19-12-2023,15.7,4.7,52.2,0
Madhya Pradesh,20-12-2023,16.3,3.9,47.2,0
Madhya Pradesh,21-12-2023,17,3.6,44.2,0
Madhya Pradesh,22-12-2023,18,3.5,40.7,0
Madhya Pradesh,23-12-2023,18.4,5.9,47.6,0
Madhya Pradesh,24-12-2023,19.3,6.8,48.1,0
Madhya Pradesh,25-12-2023,19,2.4,34,0
Madhya Pradesh,26-12-2023,19.3,3.9,37.3,0
Madhya Pradesh,27-12-2023,19.4,7.1,48,0
Madhya Pradesh,28-12-2023,18.9,8.3,52.3,0
Madhya Pradesh,29-12-2023,18.4,10,60.7,0
Madhya Pradesh,30-12-2023,18.8,10.5,61.7,0
Madhya Pradesh,31-12-2023,19.9,12.6,65.9,0
